Fecha,Movimiento,Material,Texto de material,Tipo,Terminado,Semana,Mes,Cantidad
45656,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,1,ene,2080.4
45656,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,1,ene,2499.1
45656,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,1,ene,1.9
45656,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,1,ene,111.7
45656,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,1,ene,307
45656,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,1,ene,1577.2
45656,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,1,ene,1577.2
45656,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,1,ene,43.8
45656,531,132000M5,DECOMISO,Subproducto,MILANESA,1,ene,9.7
45656,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,263.2
45656,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,2703.2
45656,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,3172.8
45656,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,28.2
45656,531,134603M5,GRASA,Subproducto,MILANESA,1,ene,56.1
45656,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,140.6
45656,531,132000M5,DECOMISO,Subproducto,MILANESA,1,ene,34.6
45656,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,738.2
45656,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,6354.2
45656,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,8198.6
45656,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,10.2
45656,531,134603M5,GRASA,Subproducto,MILANESA,1,ene,173.3
45656,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,384
45656,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,1,ene,541.7
45656,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,3123.9
45656,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,68.3
45656,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,1,ene,3043.1
45656,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,1,ene,80.8
45656,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,2144.5
45656,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,19.5
45656,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,1,ene,2068.7
45656,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,1,ene,75.8
45656,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,1,ene,1015.5
45656,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,1,ene,985.2
45656,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,1,ene,14.3
45657,531,132000M5,DECOMISO,Subproducto,MILANESA,1,ene,32.6
45657,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,1342.9
45657,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,10830.8
45657,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,13944.6
45657,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,15
45657,531,134603M5,GRASA,Subproducto,MILANESA,1,ene,311.7
45657,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,657.4
45657,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,1,ene,799.6
45657,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,4656.8
45657,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,53.2
45657,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,1,ene,4514
45657,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,1,ene,142.8
45657,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,1,ene,81.9
45657,261,134701M5,RECORTE 80 - 20,Materia prima,ARRACHERA DE CERDO,1,ene,30.5
45657,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,434.2
45657,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,100
45657,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,8.8
45657,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,1,ene,421.8
45657,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,1594.4
45657,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,68.6
45657,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,1,ene,1567.1
45657,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,1,ene,27.3
45657,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,123.2
45657,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,1288.5
45657,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,1513.9
45657,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,1.1
45657,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,102.2
45659,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,1,ene,1093.8
45659,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,1,ene,1338.6
45659,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,1,ene,22.4
45659,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,1,ene,82.7
45659,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,1,ene,162.1
45659,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,1,ene,1466.7
45659,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,1,ene,1451.5
45659,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,1,ene,6.1
45659,531,132000M5,DECOMISO,Subproducto,MILANESA,1,ene,26.7
45659,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,208.3
45659,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,1986.1
45659,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,2413.6
45659,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,14.8
45659,531,134603M5,GRASA,Subproducto,MILANESA,1,ene,30.7
45659,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,161.8
45659,531,132000M5,DECOMISO,Subproducto,MILANESA,1,ene,13.4
45659,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,1097.6
45659,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,8572.1
45659,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,10967.7
45659,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,10.7
45659,531,134603M5,GRASA,Subproducto,MILANESA,1,ene,119.6
45659,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,663.2
45659,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,1,ene,560.8
45659,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,5348
45659,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,115.4
45659,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,1,ene,5175.1
45659,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,1,ene,172.9
45659,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,1,ene,80.2
45659,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,26.6
45659,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,329.6
45659,261,134797A5,INT RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,23.4
45659,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,1,ene,276
45659,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,1,ene,139.3
45659,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,1,ene,219
45659,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,333.2
45659,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,13
45659,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,1,ene,1907.4
45659,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,1,ene,1892.2
45659,261,134281G5,INT CABEZA DE LOMO REJALADO,Materia prima,CABEZA DE LOMO REJALADO,1,ene,14.8
45660,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,1,ene,1067.3
45660,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,1,ene,1317.2
45660,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,1,ene,98.4
45660,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,1,ene,57.1
45660,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,1,ene,192.8
45660,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,1,ene,807
45660,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,1,ene,807
45660,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,1,ene,15
45660,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,149.4
45660,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,1485.2
45660,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,1230
45660,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,500.8
45660,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,7.2
45660,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,106.3
45660,531,132000M5,DECOMISO,Subproducto,MILANESA,1,ene,47.4
45660,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,1221
45660,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,14036.1
45660,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,16695.1
45660,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,5.9
45660,531,134603M5,GRASA,Subproducto,MILANESA,1,ene,338.1
45660,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,866.4
45660,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,1,ene,201.2
45660,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,4130.6
45660,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,84.4
45660,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,1,ene,4045
45660,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,1,ene,85.6
45660,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,1,ene,209.2
45660,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,1,ene,284.8
45660,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,204.2
45660,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,259.2
45660,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,1,ene,11.4
45661,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,1,ene,1442.8
45661,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,1,ene,1797.4
45661,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,1,ene,6.6
45661,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,1,ene,87.6
45661,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,1,ene,267
45661,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,1,ene,772.5
45661,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,1,ene,772.5
45661,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,1,ene,2.3
45661,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,303.6
45661,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,2901.9
45661,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,3464.7
45661,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,91.5
45661,531,134603M5,GRASA,Subproducto,MILANESA,1,ene,30
45661,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,229.2
45661,531,132000M5,DECOMISO,Subproducto,MILANESA,1,ene,35.8
45661,531,134307M1, CHAMBARETE,Subproducto,MILANESA,1,ene,857.9
45661,101,134327M1,MILANESA,Terminado,MILANESA,1,ene,7097.3
45661,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,9150.9
45661,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,1,ene,8.9
45661,531,134603M5,GRASA,Subproducto,MILANESA,1,ene,143.3
45661,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,1,ene,497.4
45661,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,1,ene,578
45661,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,1028.5
45661,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,29.5
45661,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,1,ene,1028.5
45661,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,5723.2
45661,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,1,ene,106.8
45661,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,1,ene,5497.9
45661,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,1,ene,225.3
45663,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,2,ene,1610
45663,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,2,ene,1977.9
45663,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,2,ene,8.1
45663,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,2,ene,60.9
45663,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,2,ene,322.2
45663,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,2,ene,812.5
45663,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,812.5
45663,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,7.1
45663,531,134307M1, CHAMBARETE,Subproducto,MILANESA,2,ene,219.7
45663,101,134327M1,MILANESA,Terminado,MILANESA,2,ene,2157.2
45663,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,2571.8
45663,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,11.2
45663,531,134603M5,GRASA,Subproducto,MILANESA,2,ene,85.3
45663,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,2,ene,109.6
45663,531,132000M5,DECOMISO,Subproducto,MILANESA,2,ene,38.1
45663,531,134307M1, CHAMBARETE,Subproducto,MILANESA,2,ene,1388.3
45663,101,134327M1,MILANESA,Terminado,MILANESA,2,ene,11883.1
45663,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,15422.8
45663,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,42.8
45663,531,134603M5,GRASA,Subproducto,MILANESA,2,ene,236
45663,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,2,ene,880.9
45663,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,2,ene,996.4
45663,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,5241.3
45663,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,84.7
45663,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,2,ene,5079.1
45663,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,2,ene,162.2
45664,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,5672.6
45664,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,2,ene,5396.3
45664,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,2,ene,276.3
45664,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,2,ene,2105.5
45664,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,2,ene,2511.9
45664,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,2,ene,82.7
45664,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,2,ene,323.7
45664,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,2,ene,767.3
45664,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,767.3
45664,531,132000M5,DECOMISO,Subproducto,MILANESA,2,ene,24.3
45664,531,134307M1, CHAMBARETE,Subproducto,MILANESA,2,ene,58.3
45664,101,134327M1,MILANESA,Terminado,MILANESA,2,ene,674.6
45664,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,783.9
45664,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,2,ene,26.7
45665,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,50.8
45665,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,2,ene,58.1
45665,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,20.1
45665,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,2,ene,1415.5
45665,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,734.6
45665,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,680.9
45665,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,25.1
45665,531,132000M5,DECOMISO,Subproducto,MILANESA,2,ene,40
45665,531,134307M1, CHAMBARETE,Subproducto,MILANESA,2,ene,1238.1
45665,101,134327M1,MILANESA,Terminado,MILANESA,2,ene,10003.8
45665,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,13000.3
45665,261,134358G3,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,14.7
45665,531,134603M5,GRASA,Subproducto,MILANESA,2,ene,193.9
45665,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,2,ene,675
45665,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,2,ene,940.2
45665,531,132000M5,DECOMISO,Subproducto,MILANESA,2,ene,12.3
45665,531,134307M1, CHAMBARETE,Subproducto,MILANESA,2,ene,908.8
45665,101,134327M1,MILANESA,Terminado,MILANESA,2,ene,9722.9
45665,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,11454.5
45665,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,121.5
45665,531,134603M5,GRASA,Subproducto,MILANESA,2,ene,226.1
45665,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,2,ene,584.4
45665,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,6803.7
45665,261,134372G3,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,111.3
45665,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,2,ene,6586.2
45665,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,2,ene,217.5
45666,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,2,ene,2465
45666,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,2,ene,3032.8
45666,261,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,Materia prima,ESPALDILLA REJALADA,2,ene,8.2
45666,531,134603M5,GRASA,Subproducto,ESPALDILLA REJALADA,2,ene,133.2
45666,531,134701M5,RECORTE 80 - 20,Subproducto,ESPALDILLA REJALADA,2,ene,434.6
45666,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,2,ene,2240.3
45666,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,2240.3
45666,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,26.5
45666,531,132000M5,DECOMISO,Subproducto,MILANESA,2,ene,41.5
45666,531,134307M1, CHAMBARETE,Subproducto,MILANESA,2,ene,503.2
45666,101,134327M1,MILANESA,Terminado,MILANESA,2,ene,5309.5
45666,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,3145
45666,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,3356.6
45666,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,16.8
45666,531,134603M5,GRASA,Subproducto,MILANESA,2,ene,112.3
45666,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,2,ene,432.3
45666,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,2,ene,102.8
45666,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,5658.3
45666,261,134372G1,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,79.9
45666,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,2,ene,5363.2
45666,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,2,ene,295.1
45666,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,2,ene,132.2
45666,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,2,ene,230.4
45666,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,2,ene,109.6
45666,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,2,ene,147.9
45666,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,2,ene,75.2
45666,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,2,ene,28.9
45667,531,134603M5,GRASA,Subproducto,ARRACHERA DE CERDO,2,ene,51.6
45667,101,134797M1,ARRACHERA DE CERDO,Terminado,ARRACHERA DE CERDO,2,ene,85.2
45667,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,2,ene,136.8
45667,261,134798C1,MAT PRIMA RECORTE MAGRO,Materia prima,ARRACHERA DE CERDO,2,ene,0.6
45667,101,134209M1,CABEZA DE LOMO REJALADO,Terminado,CABEZA DE LOMO REJALADO,2,ene,864.6
45667,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,864.6
45667,261,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,Materia prima,CABEZA DE LOMO REJALADO,2,ene,13
45667,531,134307M1, CHAMBARETE,Subproducto,MILANESA,2,ene,280.3
45667,101,134327M1,MILANESA,Terminado,MILANESA,2,ene,2886.4
45667,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,3406.2
45667,261,134358G1,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,6
45667,531,134603M5,GRASA,Subproducto,MILANESA,2,ene,60
45667,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,2,ene,168.7
45667,531,134702M5,RECORTE ESPECIAL,Subproducto,MILANESA,2,ene,55
45667,531,132000M5,DECOMISO,Subproducto,MILANESA,2,ene,54.6
45667,531,134307M1, CHAMBARETE,Subproducto,MILANESA,2,ene,1324.1
45667,101,134327M1,MILANESA,Terminado,MILANESA,2,ene,14159
45667,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,16671.1
45667,261,134358G5,MAT PRIMA MILANESA DE PIERNA,Materia prima,MILANESA,2,ene,62.9
45667,531,134603M5,GRASA,Subproducto,MILANESA,2,ene,290.1
45667,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA,2,ene,843.3
45667,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,6426.7
45667,261,134372G5,MAT PRIMA MILANESA TAQUERA,Materia prima,MILANESA TAQUERA,2,ene,126.3
45667,101,134372M1,MILANESA TAQUERA,Terminado,MILANESA TAQUERA,2,ene,6223.2
45667,531,134701M5,RECORTE 80 - 20,Subproducto,MILANESA TAQUERA,2,ene,203.5
45668,101,134208M1,ESPALDILLA REJALADA,Terminado,ESPALDILLA REJALADA,2,ene,1712.5
