Fecha,Material,Descripcion,KG MERMADOS,PROCESO
12/04/2025,134798C1,MAT PRIMA RECORTE MAGRO,19.2,REBANADOS
14/04/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,23.6,REBANADOS
14/04/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,7.3,REBANADOS
14/04/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,27.4,REBANADOS
14/04/2025,134372G5,MAT PRIMA MILANESA TAQUERA,45.1,REBANADOS
14/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,681.6,AHUMADO
14/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,168,REBANADO AHUMADO
14/04/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,5.171,VALOR AGREGADO
14/04/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,158,VALOR AGREGADO
14/04/2025,139406C1,MAT PRIMA RTE 80/20 LONGANIZA 600,12.563,VALOR AGREGADO
15/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,44.2,REBANADOS
15/04/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,53.4,REBANADOS
15/04/2025,134372G1,MAT PRIMA MILANESA TAQUERA,74.1,REBANADOS
15/04/2025,134372G5,MAT PRIMA MILANESA TAQUERA,17.8,REBANADOS
15/04/2025,134797A5,MP INT RECORTE MAGRO,6.3,REBANADOS
15/04/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,46.6,DESBARATADO DE CANALES
15/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,132.5,REBANADO AHUMADO
15/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,794.4,AHUMADO
15/04/2025,134346C1,MAT PRIMA MILANESA LEÑA,10.66,VALOR AGREGADO
15/04/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,2.407,VALOR AGREGADO
15/04/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,7.181,VALOR AGREGADO
16/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,312,AHUMADO
16/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,68.1,REBANADO AHUMADO
16/04/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,7,VALOR AGREGADO
16/04/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,13,REBANADOS
17/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,7.5,REBANADOS
17/04/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,42.9,REBANADOS
17/04/2025,134372G1,MAT PRIMA MILANESA TAQUERA,110.7,REBANADOS
17/04/2025,134797A5,MP INT RECORTE MAGRO,22.3,REBANADOS
17/04/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,40.5,DESBARATADO DE CANALES
17/04/2025,134325G3,PERNIL,915.879,DESHUESE DE PERNIL
17/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,51.4,REBANADO AHUMADO
17/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,586.5,AHUMADO
17/04/2025,133128J1,TRIPA CALIBRADA No. 34,70.339,VALOR AGREGADO
17/04/2025,134216C1,MAT PRIMA CUBICADA,16.331,VALOR AGREGADO
17/04/2025,134312C1,MAT PRIMA MILANESA YUCATECA,2.813,VALOR AGREGADO
17/04/2025,134346C1,MAT PRIMA MILANESA LEÑA,17.439,VALOR AGREGADO
17/04/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,291.25,VALOR AGREGADO
17/04/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,108.907,VALOR AGREGADO
17/04/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.323,VALOR AGREGADO
17/04/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,3.434,VALOR AGREGADO
17/04/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,13.222,VALOR AGREGADO
17/04/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,32.184,VALOR AGREGADO
17/04/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,30.9,VALOR AGREGADO
21/04/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100.25,VALOR AGREGADO
21/04/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,9.482,VALOR AGREGADO
21/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,23.3,REBANADOS
21/04/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,20.9,REBANADOS
21/04/2025,134372G5,MAT PRIMA MILANESA TAQUERA,150.7,REBANADOS
21/04/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,2.65,VALOR AGREGADO
22/04/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
22/04/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.526,VALOR AGREGADO
22/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,36.1,REBANADOS
22/04/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,63.7,REBANADOS
22/04/2025,134203I1,CUARTEO PALETA CON MANITA,0.004,DESBARATADO DE CANALES
22/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,274.7,AHUMADO
22/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,11.5,REBANADO AHUMADO
23/04/2025,134325G3,PERNIL,89.303,DESHUESE DE PERNIL
23/04/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,29.9,REBANADOS
23/04/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,15,REBANADOS
23/04/2025,134372G3,MAT PRIMA MILANESA TAQUERA,7.2,REBANADOS
23/04/2025,134372G5,MAT PRIMA MILANESA TAQUERA,289.3,REBANADOS
23/04/2025,134797A5,MP INT RECORTE MAGRO,23.1,REBANADOS
23/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,229.2,AHUMADO
23/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,71.5,REBANADO AHUMADO
23/04/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,0.8,DESBARATADO DE CANALES
23/04/2025,134203I1,CUARTEO PALETA CON MANITA,39.232,DESBARATADO DE CANALES
23/04/2025,134367I1,CUARTEO PERNIL CON PATITA,352.638,DESBARATADO DE CANALES
23/04/2025,134605M1,MP UNTO,62.503,DESBARATADO DE CANALES
23/04/2025,133128J1,TRIPA CALIBRADA No. 34,0.387,VALOR AGREGADO
23/04/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,27.5,VALOR AGREGADO
23/04/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.024,VALOR AGREGADO
23/04/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,38.405,VALOR AGREGADO
24/04/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,58.8,DESBARATADO DE CANALES
24/04/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,14,REBANADOS
24/04/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,19.8,REBANADOS
24/04/2025,134372G1,MAT PRIMA MILANESA TAQUERA,29.3,REBANADOS
24/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,393,AHUMADO
24/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,36.1,REBANADO AHUMADO
24/04/2025,134311C1,MAT PRIMA MILANESA AJO,0.53,VALOR AGREGADO
24/04/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.881,VALOR AGREGADO
25/04/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,1.4,DESBARATADO DE CANALES
25/04/2025,134203I1,CUARTEO PALETA CON MANITA,379.553,DESBARATADO DE CANALES
25/04/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,8.1,REBANADOS
25/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,8.2,REBANADOS
25/04/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,63.9,REBANADOS
25/04/2025,134372G1,MAT PRIMA MILANESA TAQUERA,174,REBANADOS
25/04/2025,134372G3,MAT PRIMA MILANESA TAQUERA,26.3,REBANADOS
25/04/2025,134798C1,MAT PRIMA RECORTE MAGRO,2.6,REBANADOS
25/04/2025,134325G3,PERNIL,202.04,DESHUESE DE PERNIL
25/04/2025,134311C1,MAT PRIMA MILANESA AJO,1.502,VALOR AGREGADO
25/04/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,4.465,VALOR AGREGADO
25/04/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,3.381,VALOR AGREGADO
25/04/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,4.3,VALOR AGREGADO
25/04/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,21.277,VALOR AGREGADO
25/04/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,0.85,VALOR AGREGADO
25/04/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,47,VALOR AGREGADO
25/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,11.6,REBANADO AHUMADO
25/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,815.2,AHUMADO
26/04/2025,134359C1,MAT PRIMA MILANESA ADOBO,5.959,VALOR AGREGADO
26/04/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,10.577,VALOR AGREGADO
26/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,603.3,AHUMADO
26/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,148.7,REBANADO AHUMADO
26/04/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,37.6,DESBARATADO DE CANALES
26/04/2025,134325G3,PERNIL,187.64,DESHUESE DE PERNIL
26/04/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,0.1,REBANADOS
26/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,12.1,REBANADOS
26/04/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,72.5,REBANADOS
26/04/2025,134372G3,MAT PRIMA MILANESA TAQUERA,34.8,REBANADOS
28/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,678.7,AHUMADO
28/04/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,32.9,REBANADOS
28/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,16.1,REBANADOS
28/04/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,15.7,REBANADOS
28/04/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,76.1,REBANADOS
28/04/2025,134372G1,MAT PRIMA MILANESA TAQUERA,339.4,REBANADOS
28/04/2025,134372G5,MAT PRIMA MILANESA TAQUERA,35.5,REBANADOS
28/04/2025,134325G3,PERNIL,231.587,DESHUESE DE PERNIL
28/04/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,34.6,DESBARATADO DE CANALES
28/04/2025,134367I1,CUARTEO PERNIL CON PATITA,15.906,DESBARATADO DE CANALES
28/04/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.979,VALOR AGREGADO
28/04/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.339,VALOR AGREGADO
28/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,151.8,REBANADO AHUMADO
29/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,24.8,REBANADOS
29/04/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,93.5,REBANADOS
29/04/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,14.2,REBANADOS
29/04/2025,134372G1,MAT PRIMA MILANESA TAQUERA,249.8,REBANADOS
29/04/2025,134372G5,MAT PRIMA MILANESA TAQUERA,40.9,REBANADOS
29/04/2025,134797A5,MP INT RECORTE MAGRO,93.5,REBANADOS
29/04/2025,134203I1,CUARTEO PALETA CON MANITA,15.424,DESBARATADO DE CANALES
29/04/2025,134367I1,CUARTEO PERNIL CON PATITA,20.395,DESBARATADO DE CANALES
29/04/2025,134401I1,CUARTEO PANCETA,274.278,DESBARATADO DE CANALES
29/04/2025,134504I1,CUARTEO ENTRECOAT,6.958,DESBARATADO DE CANALES
29/04/2025,134605M1,MP UNTO,43.951,DESBARATADO DE CANALES
29/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,171.3,REBANADO AHUMADO
29/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,771.8,AHUMADO
30/04/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,30.3,DESBARATADO DE CANALES
30/04/2025,134203I1,CUARTEO PALETA CON MANITA,134.962,DESBARATADO DE CANALES
30/04/2025,134367I1,CUARTEO PERNIL CON PATITA,36.376,DESBARATADO DE CANALES
30/04/2025,134325G3,PERNIL,60.796,DESHUESE DE PERNIL
30/04/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,130.7,REBANADO AHUMADO
30/04/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,716.8,AHUMADO
30/04/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,17.3,REBANADOS
30/04/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,28.3,REBANADOS
30/04/2025,134372G1,MAT PRIMA MILANESA TAQUERA,214.5,REBANADOS
30/04/2025,134372G3,MAT PRIMA MILANESA TAQUERA,118.5,REBANADOS
30/04/2025,134798C1,MAT PRIMA RECORTE MAGRO,4.2,REBANADOS
30/04/2025,134311C1,MAT PRIMA MILANESA AJO,1.374,VALOR AGREGADO
30/04/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100.3,VALOR AGREGADO
30/04/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,6.627,VALOR AGREGADO
30/04/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,2.157,VALOR AGREGADO
01/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,20.7,REBANADOS
01/05/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,28.9,REBANADOS
01/05/2025,134372G1,MAT PRIMA MILANESA TAQUERA,119.1,REBANADOS
01/05/2025,134372G3,MAT PRIMA MILANESA TAQUERA,2.7,REBANADOS
01/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100.3,VALOR AGREGADO
01/05/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.654,VALOR AGREGADO
01/05/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,30.95,VALOR AGREGADO
01/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,224.2,REBANADO AHUMADO
01/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,709.6,AHUMADO
01/05/2025,134325G3,PERNIL,301.106,DESHUESE DE PERNIL
01/05/2025,134157M1,MP CABEZA,5.862,DESBARATADO DE CANALES
01/05/2025,134605M1,MP UNTO,5.393,DESBARATADO DE CANALES
01/05/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,29,DESBARATADO DE CANALES
01/05/2025,134367I1,CUARTEO PERNIL CON PATITA,2.261,DESBARATADO DE CANALES
01/05/2025,134401I1,CUARTEO PANCETA,18.688,DESBARATADO DE CANALES
02/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,53,REBANADO AHUMADO
02/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,730.2,AHUMADO
02/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,20.6,REBANADOS
02/05/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,13.4,REBANADOS
02/05/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,89.8,REBANADOS
02/05/2025,134372G5,MAT PRIMA MILANESA TAQUERA,109.1,REBANADOS
02/05/2025,134798C1,MAT PRIMA RECORTE MAGRO,15.1,REBANADOS
02/05/2025,134207G2,CABEZA DE LOMO,10.6,DESBARATADO DE CANALES
02/05/2025,134367I1,CUARTEO PERNIL CON PATITA,69.322,DESBARATADO DE CANALES
02/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
02/05/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.821,VALOR AGREGADO
02/05/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,4.317,VALOR AGREGADO
02/05/2025,139406C1,MAT PRIMA RTE 80/20 LONGANIZA 600,6.719,VALOR AGREGADO
03/05/2025,134201G2,ESPALDILLA SIN HUESO,45.9,DESBARATADO DE CANALES
03/05/2025,134203I1,CUARTEO PALETA CON MANITA,242.678,DESBARATADO DE CANALES
03/05/2025,134207G2,CABEZA DE LOMO,70.4,DESBARATADO DE CANALES
03/05/2025,134367I1,CUARTEO PERNIL CON PATITA,171.351,DESBARATADO DE CANALES
03/05/2025,134401I1,CUARTEO PANCETA,234.906,DESBARATADO DE CANALES
03/05/2025,134504I1,CUARTEO ENTRECOAT,7.62,DESBARATADO DE CANALES
03/05/2025,134605M1,MP UNTO,91.961,DESBARATADO DE CANALES
03/05/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,271.1,DESHUESE DE PERNIL
03/05/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,9.8,REBANADOS
03/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,5.7,REBANADOS
03/05/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,15.5,REBANADOS
03/05/2025,134798C1,MAT PRIMA RECORTE MAGRO,22.3,REBANADOS
03/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,55,VALOR AGREGADO
03/05/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,23.424,VALOR AGREGADO
03/05/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,4.594,VALOR AGREGADO
03/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,788.8,AHUMADO
03/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,195.9,REBANADO AHUMADO
05/05/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,258.46,REBANADOS
05/05/2025,134372G3,MAT PRIMA MILANESA TAQUERA,15.3,REBANADOS
05/05/2025,133128J1,TRIPA CALIBRADA No. 34,0.146,VALOR AGREGADO
05/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,83.6,VALOR AGREGADO
05/05/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,5.234,VALOR AGREGADO
05/05/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.398,VALOR AGREGADO
05/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,336.9,AHUMADO
05/05/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,0.3,DESBARATADO DE CANALES
05/05/2025,134367I1,CUARTEO PERNIL CON PATITA,111.876,DESBARATADO DE CANALES
06/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,85.8,REBANADO AHUMADO
06/05/2025,134359C1,MAT PRIMA MILANESA ADOBO,0.069,VALOR AGREGADO
06/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,5,VALOR AGREGADO
06/05/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.804,VALOR AGREGADO
06/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,413.4,AHUMADO
06/05/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,370.49,DESHUESE DE PERNIL
06/05/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,79.2,DESBARATADO DE CANALES
06/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,71.3,REBANADOS
06/05/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,19.4,REBANADOS
07/05/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,62,DESBARATADO DE CANALES
07/05/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,8.4,REBANADOS
07/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,16.6,REBANADOS
07/05/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,22.7,REBANADOS
07/05/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,47.7,REBANADOS
07/05/2025,134798C1,MAT PRIMA RECORTE MAGRO,11,REBANADOS
07/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,219.6,REBANADO AHUMADO
07/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,497.3,AHUMADO
07/05/2025,134346C1,MAT PRIMA MILANESA LEÑA,0.048,VALOR AGREGADO
07/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,97,VALOR AGREGADO
07/05/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,4.396,VALOR AGREGADO
07/05/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,2.8,VALOR AGREGADO
08/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,63.5,REBANADOS
08/05/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,26.8,REBANADOS
08/05/2025,134372G5,MAT PRIMA MILANESA TAQUERA,53.7,REBANADOS
08/05/2025,134216C1,MAT PRIMA CUBICADA,14.083,VALOR AGREGADO
08/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
08/05/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.058,VALOR AGREGADO
08/05/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,1.75,VALOR AGREGADO
08/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,129.4,REBANADO AHUMADO
08/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,119.3,AHUMADO
08/05/2025,134325G3,PERNIL,12.1,DESHUESE DE PERNIL
08/05/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,174.6,DESHUESE DE PERNIL
09/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,94.5,VALOR AGREGADO
09/05/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,7.315,VALOR AGREGADO
09/05/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.898,VALOR AGREGADO
09/05/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,2.133,VALOR AGREGADO
09/05/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,18.257,VALOR AGREGADO
09/05/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,59.6,VALOR AGREGADO
09/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,725.2,AHUMADO
09/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,34.4,REBANADOS
09/05/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,49.4,REBANADOS
09/05/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,10,REBANADOS
09/05/2025,134372G1,MAT PRIMA MILANESA TAQUERA,139.9,REBANADOS
09/05/2025,134798C1,MAT PRIMA RECORTE MAGRO,2.1,REBANADOS
12/05/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,63.7,DESBARATADO DE CANALES
12/05/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,171.5,DESHUESE DE PERNIL
12/05/2025,134311C1,MAT PRIMA MILANESA AJO,5.259,VALOR AGREGADO
12/05/2025,139406C1,MAT PRIMA RTE 80/20 LONGANIZA 600,9.653,VALOR AGREGADO
12/05/2025,134207G2,CABEZA DE LOMO,18,REBANADOS
12/05/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,6.6,REBANADOS
12/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,14,REBANADOS
12/05/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,11.3,REBANADOS
12/05/2025,134372G5,MAT PRIMA MILANESA TAQUERA,89.6,REBANADOS
12/05/2025,134798C1,MAT PRIMA RECORTE MAGRO,14.6,REBANADOS
12/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,382.7,AHUMADO
12/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,73.5,REBANADO AHUMADO
13/05/2025,134207G2,CABEZA DE LOMO,16.4,REBANADOS
13/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,5.1,REBANADOS
13/05/2025,134372G1,MAT PRIMA MILANESA TAQUERA,39.2,REBANADOS
13/05/2025,134372G5,MAT PRIMA MILANESA TAQUERA,30.2,REBANADOS
13/05/2025,134346C1,MAT PRIMA MILANESA LEÑA,9.522,VALOR AGREGADO
13/05/2025,124536F1,MAT PRIMA PARA CHULETA REBANADA S,50.9,DESBARATADO DE CANALES
13/05/2025,134207G2,CABEZA DE LOMO,5.7,DESBARATADO DE CANALES
14/05/2025,134207G2,CABEZA DE LOMO,185,DESBARATADO DE CANALES
14/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,3.2,REBANADOS
14/05/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,123.4,REBANADOS
14/05/2025,134372G1,MAT PRIMA MILANESA TAQUERA,20.7,REBANADOS
14/05/2025,134798C1,MAT PRIMA RECORTE MAGRO,16.5,REBANADOS
14/05/2025,133128J1,TRIPA CALIBRADA No. 34,0.138,VALOR AGREGADO
14/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,30,VALOR AGREGADO
14/05/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.835,VALOR AGREGADO
14/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,875.9,AHUMADO
15/05/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,9.2,DESBARATADO DE CANALES
15/05/2025,134367I1,CUARTEO PERNIL CON PATITA,26.614,DESBARATADO DE CANALES
15/05/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,14.2,REBANADOS
15/05/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,21.1,REBANADOS
15/05/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,4.6,REBANADOS
15/05/2025,134372G1,MAT PRIMA MILANESA TAQUERA,103.8,REBANADOS
15/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,37.2,REBANADO AHUMADO
15/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,502,AHUMADO
15/05/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,9.894,VALOR AGREGADO
15/05/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,71,VALOR AGREGADO
15/05/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.569,VALOR AGREGADO
15/05/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,31.45,VALOR AGREGADO
17/05/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,345.7,REBANADO AHUMADO
17/05/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,1220.1,AHUMADO
17/05/2025,134207G2,CABEZA DE LOMO,55.9,REBANADOS
